EquableClassID,Plan_FullName,Group,Years of Service,Annual Rate,Wage Inflation
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,31,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,32,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,33,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,34,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,35,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,36,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,37,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,38,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,39,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,40,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,41,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,42,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,43,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,44,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,45,0.035,0.035
3030230,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Pima County Police,0,0.0624,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,1,0.0633,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,2,0.0606,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,3,0.0579,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,4,0.0552,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,5,0.0525,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,6,0.0503,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,7,0.0481,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,8,0.0459,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,9,0.0437,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,10,0.0415,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,11,0.0404,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,12,0.0393,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,13,0.0382,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,14,0.0371,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,15,0.036,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,16,0.0358,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,17,0.0356,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,18,0.0354,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,19,0.0352,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,20,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,21,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,22,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,23,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,24,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,25,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,26,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,27,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,28,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,29,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,30,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,31,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,32,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,33,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,34,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,35,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,36,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,37,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,38,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,39,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,40,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,41,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,42,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,43,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,44,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,45,0.035,0.035
3030303,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,0,0.066,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,1,0.0633,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,2,0.0606,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,3,0.0579,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,4,0.0552,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,5,0.0525,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,6,0.0503,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,7,0.0481,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,8,0.0459,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,9,0.0437,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,10,0.0415,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,11,0.0404,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,12,0.0393,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,13,0.0382,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,14,0.0371,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,15,0.036,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,16,0.0358,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,17,0.0356,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,18,0.0354,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,19,0.0352,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,20,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,21,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,22,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,23,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,24,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,25,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,26,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,27,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,28,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,29,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,30,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,31,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,32,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,33,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,34,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,35,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,36,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,37,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,38,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,39,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,40,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,41,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,42,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,43,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,44,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,45,0.035,0.035
3030330,Arizona Public Safety Personnel Retirement System,Tier 2 & 3 Other Police,0,0.066,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,1,0.07228,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,2,0.07106,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,3,0.06984,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,4,0.06862,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,5,0.0674,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,6,0.06504,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,7,0.06268,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,8,0.06032,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,9,0.05796,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,10,0.0556,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,11,0.0534,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,12,0.0512,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,13,0.049,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,14,0.0468,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,15,0.0446,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,16,0.04316,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,17,0.04172,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,18,0.04028,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,19,0.03884,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,20,0.0374,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,21,0.03692,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,22,0.03644,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,23,0.03596,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,24,0.03548,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,25,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,26,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,27,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,28,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,29,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,30,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,31,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,32,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,33,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,34,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,35,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,36,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,37,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,38,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,39,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,40,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,41,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,42,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,43,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,44,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,45,0.035,0.035
3030403,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,0,0.0735,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,1,0.07228,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,2,0.07106,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,3,0.06984,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,4,0.06862,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,5,0.0674,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,6,0.06504,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,7,0.06268,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,8,0.06032,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,9,0.05796,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,10,0.0556,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,11,0.0534,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,12,0.0512,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,13,0.049,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,14,0.0468,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,15,0.0446,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,16,0.04316,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,17,0.04172,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,18,0.04028,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,19,0.03884,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,20,0.0374,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,21,0.03692,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,22,0.03644,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,23,0.03596,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,24,0.03548,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,25,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,26,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,27,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,28,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,29,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,30,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,31,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,32,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,33,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,34,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,35,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,36,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,37,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,38,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,39,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,40,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,41,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,42,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,43,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,44,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,45,0.035,0.035
3030430,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Maricopa County Fire,0,0.0735,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,1,0.06184,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,2,0.06008,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,3,0.05832,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,4,0.05656,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,5,0.0548,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,6,0.0535,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,7,0.0522,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,8,0.0509,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,9,0.0496,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,10,0.0483,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,11,0.0467,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,12,0.0451,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,13,0.0435,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,14,0.0419,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,15,0.0403,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,16,0.03944,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,17,0.03858,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,18,0.03772,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,19,0.03686,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,20,0.036,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,21,0.0358,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,22,0.0356,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,23,0.0354,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,24,0.0352,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,25,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,26,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,27,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,28,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,29,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,30,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,31,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,32,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,33,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,34,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,35,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,36,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,37,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,38,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,39,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,40,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,41,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,42,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,43,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,44,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,45,0.035,0.035
3030503,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,0,0.0636,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,1,0.06184,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,2,0.06008,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,3,0.05832,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,4,0.05656,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,5,0.0548,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,6,0.0535,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,7,0.0522,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,8,0.0509,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,9,0.0496,0.035
3030530,Arizona Public Safety Personnel Retirement System - Tier 3,Tier 2 & 3 Pima County Fire,10,0.0483,0.035
